Address,Settlement
10. kerület Harmat utca 180.,10. kerület
Balatonberény StrandPark,Balatonberény
Siklós Baranya megye,Siklós
Nagykőrös Bárány utca,Nagykőrös
22. kerület Arany János utca,22. kerület
Mende Pest megye,Mende
Kaposvár Bajcsy-Zsilinszky utca 67.,Kaposvár
Abony Kossuth Lajos tér 11.,Abony
13. kerület Csata utca 23.,13. kerület
Eger Tihaméri városrész,Eger
18. kerület Havanna utca 31.,18. kerület
Szolnok Sport utca,Szolnok
21. kerület Temesvári utca,21. kerület
Debrecen Viola utca,Debrecen
17. kerület Akadémiaújtelep,17. kerület
21. kerület Pöltenberg utca,21. kerület
12. kerület Farkasrét,12. kerület
Sopron Sas tér,Sopron
Kaposvár Mikszáth Kálmán utca,Kaposvár
Tököl Duna utca 10Ac,Tököl
17. kerület Kévekötő utca 44.,17. kerület
Pécs Dóra utca,Pécs
Kecskemét Bagi László utca,Kecskemét
Debrecen Táncsics Mihály utca,Debrecen
Sopron Ötvös utca,Sopron
Siófok Almádi utca,Siófok
14. kerület Álmos vezér útja,14. kerület
2. kerület Margit utca,2. kerület
Gomba Pest megye,Gomba
Sarkad Cukorgyár 22.,Sarkad
Kerepes Széphegy,Kerepes
14. kerület Kőszeg utca,14. kerület
Fót III. Béla király utca,Fót
Tab Somogy megye,Tab
6. kerület Nagymező utca 1.,6. kerület
Decs Dózsa György utca 2.,Decs
Budaörs Zombori utca 54.,Budaörs
Orosháza Táncsics Mihály utca,Orosháza
Sopron Tómalom,Sopron
Szigetszentmiklós József Attila utca,Szigetszentmiklós
1. kerület Váralja utca,1. kerület
Hódmezővásárhely Rudnay Gyula utca 47.,Hódmezővásárhely
4. kerület Arany János utca,4. kerület
Ózd Bolyki főút 20.,Ózd
Kaposvár Egyenesi út,Kaposvár
3. kerület Tamás utca,3. kerület
Dunaújváros Bocskai István utca 3/b,Dunaújváros
12. kerület Járőr utca,12. kerület
Sopron Fegyvertár utca,Sopron
Nemeskér Győr-Moson-Sopron megye,Nemeskér
Miskolc Zsolcai kapu,Miskolc
19. kerület Nagysándor József utca,19. kerület
2. kerület Szép Juhászné út,2. kerület
2. kerület Zuhany utca,2. kerület
20. kerület Knézich utca,20. kerület
10. kerület Mádi köz,10. kerület
Kiskunhalas Szilády Áron utca 27.,Kiskunhalas
Gyula Budapest körút,Gyula
Zalaerdőd Petőfi utca 53.,Zalaerdőd
Dány Pest megye,Dány
Nagytarcsa Öregszőlő lakópark,Nagytarcsa
19. kerület Csokonai utca,19. kerület
16. kerület Szatmári utca,16. kerület
Pécs Antónia utca,Pécs
Pécs Cseralja dűlő,Pécs
Harkány Bartók Béla utca 21.,Harkány
18. kerület Esze Tamás utca,18. kerület
22. kerület Tenkes utca 4.,22. kerület
Békéscsaba Andrássy út 81.,Békéscsaba
20. kerület Pacsirta utca,20. kerület
20. kerület Sárrét utca,20. kerület
20. kerület Wesselényi utca,20. kerület
Nagykovácsi Tompa Mihály utca,Nagykovácsi
16. kerület Borotvás utca,16. kerület
5. kerület Nyugati tér,5. kerület
12. kerület Trencséni utca 18a,12. kerület
4. kerület Csíkszentiván utca,4. kerület
Tát Komárom-Esztergom megye,Tát
18. kerület Kossuth Lajos utca,18. kerület
11. kerület Pösingermajor,11. kerület
Szeged Dugonics utca,Szeged
Oroszlány Népekbarátsága utca,Oroszlány
4. kerület Váci út,4. kerület
Pécs Lotz Károly utca,Pécs
Szeged Alsó Kikötő sor,Szeged
Kerepes Hollandiatelep,Kerepes
3. kerület Fergeteg utca,3. kerület
Pécs János utca,Pécs
Orosháza Luther utca,Orosháza
Budakalász Városközpont,Budakalász
10. kerület Noszlopy utca,10. kerület
13. kerület Rózsafa utca,13. kerület
Debrecen Rózsahegy utca,Debrecen
Pécs Gyula utca,Pécs
Nagycenk Győr-Moson-Sopron megye,Nagycenk
15. kerület Oroszlán utca,15. kerület
Pécs Szilágyi Dezső utca,Pécs
Kecskemét Irinyi utca,Kecskemét
8. kerület Kisfaludy utca,8. kerület
14. kerület Balázs park,14. kerület
Gyenesdiás Zala megye,Gyenesdiás
Szeged Magyar utca,Szeged
6. kerület Liszt Ferenc tér 3.,6. kerület
Érd Edit utca,Érd
Szeged Móra utca,Szeged
Szeged Szél utca,Szeged
Tapolca Viszló utca 3.,Tapolca
Törökbálint MÁV-telep,Törökbálint
Veszprém Rómer Flóris utca,Veszprém
Pécs Kisfaludy Sándor utca,Pécs
12. kerület Tartsay Vilmos utca 19.,12. kerület
Szob Pest megye,Szob
Budakalász Tanító utca 40.,Budakalász
Piliscsaba Somlyó köz,Piliscsaba
Pécs Kiss Ernő utca,Pécs
Dunaharaszti Dózsa György út,Dunaharaszti
12. kerület Jagelló út,12. kerület
20. kerület Bányász utca,20. kerület
17. kerület Rákosliget,17. kerület
Nyíregyháza Damjanich-lakópark,Nyíregyháza
Szeged Csaplár Benedek utca,Szeged
Kecskemét Akadémia körút,Kecskemét
Kecskemét Bakule Márton utca,Kecskemét
Szentendre Dézsma utca,Szentendre
21. kerület Szent Imre tér,21. kerület
Budaörs Edison utca 5.,Budaörs
9. kerület Czuczor utca,9. kerület
Kecskemét Csongrádi út,Kecskemét
14. kerület Bolgárkertész utca 2.,14. kerület
Szentendre Bogdányi út,Szentendre
Cserszegtomaj II. kerület,Cserszegtomaj
5. kerület Wekerle Sándor utca,5. kerület
Oroszlány Bánki Donát utca,Oroszlány
14. kerület Jávorka Ádám utca 1.,14. kerület
Pécs Meszes,Pécs
15. kerület Sződliget utca,15. kerület
Devecser Veszprém megye,Devecser
10. kerület Állomás utca 17.,10. kerület
Tárnok Berkipuszta,Tárnok
8. kerület Rákóczi út 23.,8. kerület
1. kerület Corvin tér,1. kerület
Tököl Kisfaludy Sándor utca,Tököl
Zalaszentgrót Platán tér,Zalaszentgrót
Budakalász Tanító utca 42.,Budakalász
Dunabogdány Pest megye,Dunabogdány
Balatonfüred Perczel Mór utca 2.,Balatonfüred
14. kerület Ormánság utca,14. kerület
Százhalombatta Arany János utca,Százhalombatta
4. kerület Ambrus Zoltán utca,4. kerület
Komló Hóvirág utca 8.,Komló
19. kerület Puskás Ferenc utca,19. kerület
4. kerület Káposztásmegyer,4. kerület
Balassagyarmat Madách liget 15.,Balassagyarmat
6. kerület Dohnányi Ernő utca,6. kerület
Maglód Klenovatelep,Maglód
Csömör Pest megye,Csömör
2. kerület Kilátás utca,2. kerület
18. kerület Szemeretelep,18. kerület
2. kerület Várhegy utca,2. kerület
11. kerület Rózsaszőlő utca,11. kerület
11. kerület Hengermalom út 45.,11. kerület
6. kerület Anker köz 2.,6. kerület
1. kerület Szirom utca,1. kerület
Nyergesújfalu Komárom-Esztergom megye,Nyergesújfalu
Várpalota Árpád utca,Várpalota
Kecskemét Aradi vértanúk tere,Kecskemét
Halásztelek II. Rákóczi Ferenc út,Halásztelek
Kecskemét Szimferopol tér,Kecskemét
Nyíregyháza Sólyom utca 24.,Nyíregyháza
10. kerület Vécs köz,10. kerület
Bonyhád Szent Imre utca,Bonyhád
9. kerület Lobogó utca,9. kerület
Budakalász Omszk park környéke,Budakalász
Debrecen Sétakert utca,Debrecen
Szeged Maros utca,Szeged
1. kerület Iskola utca,1. kerület
3. kerület Gyöngyvirág utca,3. kerület
18. kerület Gloriett-telep,18. kerület
Üröm Völgyliget lakópark,Üröm
9. kerület Aszódi utca,9. kerület
4. kerület Istvántelek,4. kerület
3. kerület Hármashatárhegy,3. kerület
3. kerület Bécsi út 88.,3. kerület
12. kerület Németvölgyi út 2.,12. kerület
14. kerület Ond vezér útja 19.,14. kerület
Szeged Debreceni utca,Szeged
13. kerület Fáy utca 65.,13. kerület
5. kerület Galamb utca,5. kerület
11. kerület Bártfai utca 63.,11. kerület
15. kerület Rákospalota – Énekes utcai lakótelep,15. kerület
Cegléd Felház utca,Cegléd
6. kerület Andrássy út 7.,6. kerület
Bük Golf út 6/A.,Bük
Tatabánya Kertváros,Tatabánya
Torony Vas megye,Torony
5. kerület Petőfi tér,5. kerület
Szentlőrinc Ybl Miklós utca,Szentlőrinc
Jánoshalma Bács-Kiskun megye,Jánoshalma
Pápa Kilián-lakótelep,Pápa
8. kerület Kiss József utca 19.,8. kerület
Pécs Vasas,Pécs
Mosonmagyaróvár Bartók Béla utca,Mosonmagyaróvár
Őrbottyán Rákóczi Ferenc utca,Őrbottyán
Szekszárd Wosinsky Mór lakótelep,Szekszárd
Pécs Nagy Jenő utca,Pécs
Győr Budai út,Győr
Pécs Varsány utca,Pécs
Pécs Felsőbalokány utca,Pécs
Pécs Corvin utca,Pécs
Vecsés Kellner doktor utca,Vecsés
Pécs Mátyás király utca,Pécs
Dombóvár Kölcsey utca,Dombóvár
Hajdúböszörmény Kossuth Lajos utca 12.,Hajdúböszörmény
Pécs Templom köz 20.,Pécs
15. kerület Adria utca,15. kerület
Kiskunhalas Széchenyi utca 6.,Kiskunhalas
14. kerület Vízakna utca 6.,14. kerület
Kisvárda Váralja utca 9.,Kisvárda
Pápa Vajda Péter lakótelep,Pápa
Székesfehérvár Almássytelep 23.,Székesfehérvár
Tata Kocsi utca 17.,Tata
2. kerület Kavics utca 3.,2. kerület
Salgótarján Úttörők út,Salgótarján
Pécs Szendrey Júlia utca,Pécs
Esztergom Belváros,Esztergom
11. kerület Galambóc utca,11. kerület
Szeged Sás utca,Szeged
Győr Móricz Zsigmond rakpart,Győr
11. kerület Rozsdafarkú utca 7.,11. kerület
Almásfüzitő Verő Imre út,Almásfüzitő
Pécs Major utca,Pécs
Hajdúböszörmény Désány István utca,Hajdúböszörmény
Deszk Csongrád megye,Deszk
11. kerület Mányoki út,11. kerület
9. kerület Dési Huber utca 16.,9. kerület
Vonyarcvashegy Mély köz,Vonyarcvashegy
Pécs Vas Gereben utca,Pécs
Szeged Budapesti körút 4/B,Szeged
Pécs Zsongorkő utca,Pécs
Szeged Torontál tér 3.,Szeged
Balatonkenese Lakótelep,Balatonkenese
11. kerület Barázda utca 40.,11. kerület
Harkány Baranya megye,Harkány
Dad Kocsi utca,Dad
Budaörs Szivárvány utca 3.,Budaörs
9. kerület Lónyay utca 36.,9. kerület
Karácsond Vasút út,Karácsond
Tatabánya Paletta lakópark 4.,Tatabánya
13. kerület Madarász Viktor utca 13.,13. kerület
Paks Kosár utca,Paks
14. kerület Balázs utca,14. kerület
Mezőtúr Földvári út 25.,Mezőtúr
Polgárdi Belváros,Polgárdi
Recsk Kossuth Lajos út,Recsk
14. kerület Tábornok utca 12.,14. kerület
6. kerület Szobi utca,6. kerület
3. kerület Végvár utca,3. kerület
18. kerület Vikár Béla utca,18. kerület
9. kerület Dandár köz,9. kerület
13. kerület Kádár utca 10.,13. kerület
20. kerület Királyhágó utca,20. kerület
Tótkomlós Kossuth Lajos utca 16.,Tótkomlós
Dabronc Petőfi utca 222.,Dabronc
Tiszaújváros Mátyás király út 10.,Tiszaújváros
Siófok Liszt Ferenc sétány 2-10,Siófok
Harkány Bartók Béla üdülőtelep,Harkány
2. kerület Tárogató út 3.,2. kerület
Zamárdi Dessewffy utca,Zamárdi
Százhalombatta Radnóti Miklós utca,Százhalombatta
2. kerület nincs megadva,2. kerület
18. kerület Kézműves utca 20/A.,18. kerület
Eger Érsekkert,Eger
13. kerület Hegedűs Gyula utca 93/D,13. kerület
13. kerület Újlipótváros – Cézárház,13. kerület
Nyíregyháza Oros,Nyíregyháza
14. kerület Zoborhegy tér,14. kerület
Tata Csever utca 8.,Tata
10. kerület Kőbánya,10. kerület
Szombathely Kassák Lajos utca,Szombathely
Győr Földes Gábor utca,Győr
2. kerület Bem József utca,2. kerület
Szeged Jakab Lajos utca 19.,Szeged
5. kerület Falk Miksa utca 3.,5. kerület
3. kerület Római Lakópart,3. kerület
Ajka Kohász utca 5.,Ajka
Kecskemét Lestár tér,Kecskemét
4. kerület Szabadkai utca,4. kerület
11. kerület Regős utca,11. kerület
Kismaros Pest megye,Kismaros
Vésztő Wesselényi utca 5/4,Vésztő
Sopron Erzsébetkert,Sopron
5. kerület Belgrád rakpart 26.,5. kerület
Vásárosnamény Orbán Balázs körút 10/c,Vásárosnamény
Debrecen Menyhárt József tér,Debrecen
Szolnok TVM lakótelep,Szolnok
Pécs Kassák Lajos utca,Pécs
2. kerület Széchenyi utca,2. kerület
Tiszaújváros Árpád út,Tiszaújváros
Sopron Paprét 18-20.,Sopron
Gyula Németváros,Gyula
13. kerület Kárász utca,13. kerület
Debrecen Krónikás utca,Debrecen
Szalánta Eszterági út,Szalánta
Nagyatád Aradi utca 12.,Nagyatád
Nyíregyháza Rákóczi utca,Nyíregyháza
Veresegyház Kodály Zoltán köz,Veresegyház
Szolnok Vásárhelyi Pál út,Szolnok
Budaörs Kőhegy,Budaörs
11. kerület Bartók Béla út 56.,11. kerület
Pécs Fogaras utca,Pécs
8. kerület Csobánc utca,8. kerület
Bak Ady Endre utca 11/a,Bak
Kecskemét Nagy Lajos király körút,Kecskemét
16. kerület Gondnok utca,16. kerület
Berettyóújfalu Dózsa György utca,Berettyóújfalu
Veresegyház Rózsavölgyi Márk utca,Veresegyház
13. kerület Lehel utca 23.,13. kerület
Tatabánya Mártírok útja 36.,Tatabánya
15. kerület Nyírpalota út 55.,15. kerület
Pécs Attila utca,Pécs
Pécs Nagymeszes dűlő,Pécs
Cegléd Szolnoki út,Cegléd
Szentlőrinc Munkácsy Mihály utca,Szentlőrinc
22. kerület Árpád utca,22. kerület
Kecskemét Fecske utca,Kecskemét
11. kerület Gazdagrét,11. kerület
Ajka Alkotmány utca,Ajka
Szeged Tabán,Szeged
Dunaföldvár Hunyadi tér,Dunaföldvár
Szeged Petőfitelep,Szeged
Dombóvár Ady Endre utca,Dombóvár
Gyöngyös Platán utca,Gyöngyös
Csévharaszt Pest megye,Csévharaszt
14. kerület Ond vezér útja 36.,14. kerület
Füzesgyarmat Békés megye,Füzesgyarmat
18. kerület Ferenc utca,18. kerület
4. kerület Kassai utca 2.,4. kerület
Szeged Gyertyámos utca,Szeged
20. kerület Kende Kanuth utca,20. kerület
14. kerület Birtok utca,14. kerület
14. kerület Kántorné sétány,14. kerület
21. kerület Zöldfa utca,21. kerület
Nyírbátor Fáy András utca 27.,Nyírbátor
7. kerület Hutyra Ferenc utca 6-8,7. kerület
4. kerület Irányi Dániel utca 1.,4. kerület
Székesfehérvár Balatoni út 3.,Székesfehérvár
11. kerület Kászon utca,11. kerület
7. kerület Madách Imre tér 20.,7. kerület
Baranyaszentgyörgy Petőfi utca,Baranyaszentgyörgy
Kecskemét Katona József utca,Kecskemét
Tiszaújváros Munkácsy Mihály út 38.,Tiszaújváros
18. kerület Gyömrői út,18. kerület
Pécs Építők útja 5/A,Pécs
Sajószentpéter Harica utca,Sajószentpéter
Debrecen Rakovszky Dániel utca,Debrecen
Szentendre Otelló utca,Szentendre
Pápa Egressy Béni utca,Pápa
15. kerület Báthory utca,15. kerület
Szentendre Acél utca,Szentendre
17. kerület Hegyalatti utca,17. kerület
Kópháza Kossuth Lajos utca 68.,Kópháza
Fót Kemény Gusztáv utca,Fót
Várpalota Körmöcbánya utca 22.,Várpalota
17. kerület Réti csík utca,17. kerület
Mátraszőlős Tanács utca,Mátraszőlős
8. kerület Puskin utca,8. kerület
Veszprém Láhner György utca,Veszprém
8. kerület Práter utca 67.,8. kerület
Szigetszentmiklós Cinege utca,Szigetszentmiklós
Budaörs Ősz utca,Budaörs
8. kerület Leonardo da Vinci köz 2/B,8. kerület
Nagykőrös Október 23. tér,Nagykőrös
14. kerület Jávorka Ádám utca,14. kerület
19. kerület Vas Gereben utca,19. kerület
Tatabánya Erdész utca,Tatabánya
Pécs Gadó utca 9.,Pécs
11. kerület Rupphegyi út 44.,11. kerület
8. kerület Vajdahunyad utca 10.,8. kerület
Kazincbarcika Csokonai utca 4.,Kazincbarcika
3. kerület Ágoston utca 9.,3. kerület
8. kerület Víg utca 20.,8. kerület
Balatonmáriafürdő Hullám utca,Balatonmáriafürdő
Nagyvisnyó Ady Endre út 27.,Nagyvisnyó
Siófok Álmos utca,Siófok
Baja Kodály Zoltán utca 4.,Baja
4. kerület Dugonics utca 44.,4. kerület
Pécs Mátyás Flórián tér,Pécs
Dunakeszi Mansfeld Péter utca,Dunakeszi
2. kerület Bem József tér 1,2. kerület
17. kerület Kvasz András utca,17. kerület
Komló Ady Endre utca,Komló
8. kerület Fecske utca 10.,8. kerület
Szeged Szilléri sor 5/a.,Szeged
8. kerület Baross utca 41.,8. kerület
Perkáta Kodály Zoltán utca 40.,Perkáta
Edelény Kővágó út 43.,Edelény
3. kerület Aquincum – Gázgyári lakótelep,3. kerület
Hajdúszoboszló Kölcsey utca,Hajdúszoboszló
8. kerület Scheiber Sándor utca,8. kerület
Dabas Kossuth László utca,Dabas
Mosonmagyaróvár Flesch Károly utca,Mosonmagyaróvár
11. kerület Ulászló utca 21.,11. kerület
4. kerület Pácoló utca,4. kerület
Pápa Huszár lakótelep,Pápa
Nagyoroszi Iskola utca,Nagyoroszi
Nyíregyháza Vasvári Pál utca 78.,Nyíregyháza
Tatabánya Tass vezér utca,Tatabánya
8. kerület Harminckettesek tere,8. kerület
Kazincbarcika Egressy Béni út 35. 3/13,Kazincbarcika
Miskolc Munkás utca,Miskolc
Pécs Jászai Mari utca,Pécs
Debrecen Kandia,Debrecen
Pécs Szőlész köz,Pécs
Kalocsa Csajda utca,Kalocsa
13. kerület Süllő utca,13. kerület
Rácalmás Mikszáth Kálmán utca 26.,Rácalmás
Dunaharaszti Vásárhelyi Pál utca,Dunaharaszti
Esztergom Széchenyi tér,Esztergom
Szigetszentmiklós Horgony köz,Szigetszentmiklós
4. kerület Istvántelki út 54.,4. kerület
Szarvas Békés megye,Szarvas
Zalaegerszeg Nekeresd,Zalaegerszeg
3. kerület Vízimalom sétány,3. kerület
3. kerület Miklós tér,3. kerület
8. kerület József utca 29.,8. kerület
22. kerület Árkász utca,22. kerület
7. kerület Damjanich utca 44.,7. kerület
17. kerület Czimra Gyula utca,17. kerület
12. kerület Királyhágó tér,12. kerület
11. kerület Rétköz utca,11. kerület
Zamárdi Eötvös utca 36.,Zamárdi
Lenti Gyöngyvirág utca 1/3.,Lenti
6. kerület Bajcsy-Zsilinszky út 32.,6. kerület
5. kerület Kígyó utca,5. kerület
Dunaharaszti Somogyváry Gyula utca 64.,Dunaharaszti
Budakeszi Fő utca,Budakeszi
9. kerület Réce utca,9. kerület
Debrecen Csapókert,Debrecen
15. kerület Oroszlán utca 49.,15. kerület
13. kerület Szekszárdi utca,13. kerület
17. kerület Földműves utca,17. kerület
Tiszaújváros Örösi út 14.,Tiszaújváros
Ózd Városközpont,Ózd
2. kerület Verecke út,2. kerület
5. kerület Kálvin tér 2.,5. kerület
Debrecen Batthyány utca 1.,Debrecen
Dunakeszi Bródy Sándor utca,Dunakeszi
Esztergom Aranyhegyi út,Esztergom
3. kerület Jutas köz,3. kerület
Visegrád Városközpont,Visegrád
11. kerület Kelenhegyi lépcső,11. kerület
Kaposvár Géza utca,Kaposvár
Pécs Liszt Ferenc utca,Pécs
18. kerület Fiatalság utca 16.,18. kerület
Dunaújváros Március 15. tér,Dunaújváros
5. kerület Stollár Béla utca 22.,5. kerület
Mezőberény Korona utca,Mezőberény
20. kerület Kálmán utca,20. kerület
Siófok Fő utca,Siófok
16. kerület Szabadság utca,16. kerület
Eger Kertész utca 78/C,Eger
Hajdúböszörmény Kossuth Lajos utca,Hajdúböszörmény
18. kerület Lónyaytelep,18. kerület
2. kerület Ribáry utca,2. kerület
Mohács Csele utca,Mohács
Szigethalom Sport utca,Szigethalom
Nagyatád Koch Róbert utca,Nagyatád
11. kerület Bártfai utca 59.,11. kerület
Budakalász Berdódűlő,Budakalász
Eger Kallómalom utca 8.,Eger
Tát Kertváros,Tát
Szeged Zákány utca,Szeged
18. kerület Ganztelep,18. kerület
6. kerület Podmaniczky utca 1.,6. kerület
Miskolc Sályi István utca 8.,Miskolc
Szarvas Állomás utca,Szarvas
Martonvásár Boglárka utca,Martonvásár
Beremend Püspökbóly,Beremend
Ráckeve Becsei út,Ráckeve
Kazincbarcika Fő tér,Kazincbarcika
Nagykőrös Kecskeméti út,Nagykőrös
8. kerület Krúdy utca 11.,8. kerület
Miskolc Lányi Ernő utca,Miskolc
Göd Mátyás utca,Göd
Diósd Liszt Ferenc utca,Diósd
Miskolc Király utca,Miskolc
9. kerület Ráday utca 40.,9. kerület
22. kerület Mária Terézia utca,22. kerület
Herend Veszprém megye,Herend
Szeged Háló utca,Szeged
Nyíregyháza Vécsey utca,Nyíregyháza
Szeged Ág utca,Szeged
13. kerület Lehel tér,13. kerület
Perőcsény Rákóczi utca 25.,Perőcsény
Berettyóújfalu Madách utca 8.,Berettyóújfalu
Miskolc Irinyi János utca 7.,Miskolc
Szentendre Hamvas Béla utca,Szentendre
22. kerület Baross Gábor-telep,22. kerület
Miskolc Szentgyörgy út 11.,Miskolc
18. kerület Kossuth Ferenc-telep,18. kerület
Vecsés Széchenyi utca,Vecsés
1. kerület Pauler utca 21.,1. kerület
Pécs Rakéta utca,Pécs
14. kerület Öv utca 135-137,14. kerület
13. kerület Rokolya utca 6.,13. kerület
Tatabánya Síkvölgypuszta,Tatabánya
Salgótarján Damjanich út,Salgótarján
11. kerület Náday Ferenc utca,11. kerület
13. kerület Taksony utca,13. kerület
Bóly Park utca,Bóly
Debrecen Júliatelep,Debrecen
Salgótarján Gorkij körút,Salgótarján
Szentlőrinc Március 15. tér,Szentlőrinc
Pécs Visnya Ernő utca 9.,Pécs
Pécs Berek utca,Pécs
Mór Fejér megye,Mór
Siófok Fő utca 47-53,Siófok
Pécs Ajtósi Dürer utca,Pécs
Keszthely Szalasztó utca,Keszthely
Salgótarján Beszterce tér,Salgótarján
7. kerület Vörösmarty utca 16.,7. kerület
Budaörs Vasvári Pál utca,Budaörs
Kaposvár Berzsenyi utca 22.,Kaposvár
Adony Fáy András utca,Adony
18. kerület Havanna utca 9.,18. kerület
13. kerület Tomori köz,13. kerület
Pétfürdő Liszt Ferenc utca 6.,Pétfürdő
Fertőd Süttör,Fertőd
Zalaegerszeg Stadion utca 1.,Zalaegerszeg
22. kerület XV. utca,22. kerület
Kecskemét Hitel utca,Kecskemét
Hajdúszoboszló Szabó László zug,Hajdúszoboszló
23. kerület Soroksár – Vargatelep,23. kerület
Andornaktálya Szabadság utca,Andornaktálya
Kazincbarcika Május 1. út,Kazincbarcika
Osztopán Mátyás király utca,Osztopán
Fertőd Bartók Béla utca,Fertőd
20. kerület Zilah utca,20. kerület
Sopron Lővér körút,Sopron
Kazincbarcika Mátyás király út 28. 1. /1.,Kazincbarcika
10. kerület Oltó utca 12.,10. kerület
Mosonmagyaróvár Tündérfátyol utca,Mosonmagyaróvár
Berettyóújfalu Bessenyei lakótelep 17.,Berettyóújfalu
15. kerület Népfelkelő utca 20.,15. kerület
Székesfehérvár Sóstó,Székesfehérvár
Hajdúszoboszló Szél zug 7.,Hajdúszoboszló
Albertirsa Erkel Ferenc utca,Albertirsa
Békéscsaba Erzsébethely,Békéscsaba
Nyírbátor Kenyérmező utca,Nyírbátor
4. kerület Király utca,4. kerület
Szolnok József Attila út,Szolnok
Tatabánya Verebély László utca,Tatabánya
Várpalota Táncsics Mihály utca,Várpalota
Pécs Diós,Pécs
Érd Darukezelő utca,Érd
5. kerület Kálmán Imre utca 21.,5. kerület
Siófok Kaáli Nagy Dezső utca,Siófok
Érd Rezeda utca,Érd
Fót Liget utca,Fót
Kazincbarcika Egressy Béni tér,Kazincbarcika
Nyírbátor Kenyérmező utca 6.,Nyírbátor
Balatonvilágos Rákóczi út,Balatonvilágos
Miskolc Soltész Nagy Kálmán utca 22.,Miskolc
Tárnok Margitliget,Tárnok
Tatabánya Unio lakópark,Tatabánya
Győr Szent Imre út,Győr
Százhalombatta Szabadság utca,Százhalombatta
Tiszaladány Borsod-Abaúj-Zemplén megye,Tiszaladány
Kecskemét Teleki László utca,Kecskemét
Debrecen Hollós utca,Debrecen
Zalaegerszeg Ady Endre utca 5.,Zalaegerszeg
22. kerület Gyöngyszem utca,22. kerület
Békéscsaba Haán Lajos tér,Békéscsaba
Taszár Lakótelep,Taszár
Szombathely Szabadságharcos utca,Szombathely
Keszthely Sirály utca 1.,Keszthely
14. kerület Erzsébet királyné útja 60a,14. kerület
Zomba Zrínyi utca,Zomba
Kecskemét Tömörkény István utca,Kecskemét
Salgótarján Budapesti út,Salgótarján
Debrecen Miklós utca,Debrecen
3. kerület Zsámoly utca,3. kerület
Cegléd Bakhát utca 4.,Cegléd
14. kerület Erzsébet királyné útja 60 a,14. kerület
Bicske Akácfa utca 11.,Bicske
Tinnye Ady Endre utca,Tinnye
Pécs Enyezd út 16.,Pécs
3. kerület Bóbita utca 1.,3. kerület
Nyíregyháza Kertváros,Nyíregyháza
Salgótarján Bem utca,Salgótarján
Szentendre Fehérvíz utca,Szentendre
Kaposvár 48-as ifjúság útja 64.,Kaposvár
Vác Káptalan utca,Vác
Kőszeg Arborétum utca,Kőszeg
Üröm Hársfa utca,Üröm
Vác Damjanich János utca,Vác
Mosonmagyaróvár Erkel Ferenc utca,Mosonmagyaróvár
Szeged Sándor utca,Szeged
20. kerület Kinizsi utca,20. kerület
22. kerület Tóth József utca,22. kerület
11. kerület Pálinkás Antal utca 1.,11. kerület
Debrecen Wesselényi-lakótelep,Debrecen
Sopron Rét utca,Sopron
2. kerület Felhévízi utca,2. kerület
Salgótarján Zöldfa út 2.,Salgótarján
Verseg Dózsa György utca 66.,Verseg
Nyíregyháza Fazekas János tér 10.,Nyíregyháza
Kecskemét Lunkányi János utca,Kecskemét
Debrecen Szabó Kálmán utca,Debrecen
Szentendre Rózsa köz,Szentendre
11. kerület Fehérvári út 168-178,11. kerület
Komárom Juhász Gyula utca,Komárom
21. kerület Makád utca,21. kerület
Gyömrő Bánáti utca,Gyömrő
2. kerület Varsányi Irén utca,2. kerület
Hajdúszoboszló Major utca,Hajdúszoboszló
Debrecen Dobozikert,Debrecen
20. kerület Baross utca 52.,20. kerület
Győr Pátzay Pál utca 26.,Győr
Szentes Szent Imre herceg utca,Szentes
19. kerület Ady Endre út,19. kerület
Ócsa Platánfa utca,Ócsa
Sajószentpéter Kossuth Lajos út,Sajószentpéter
Dunaalmás Komárom-Esztergom megye,Dunaalmás
Tiszakécske Szent Imre tér 3/A,Tiszakécske
Várpalota Készenléti lakótelep,Várpalota
20. kerület Nagysándor József utca 14.,20. kerület
Szentendre Károly utca 28.,Szentendre
Etyek Vadvirág utca,Etyek
Cegléd Teleki utca,Cegléd
23. kerület Templom utca,23. kerület
Győr Rákóczi Ferenc utca,Győr
Pécs Zrínyi Miklós utca,Pécs
Pécs Szurdok dűlő,Pécs
Tata Keszthelyi utca 10.,Tata
Szeged Tabán utca 24.,Szeged
Tapolca Dobó István lakótelep,Tapolca
Várpalota Készenléti lakótelep 27.,Várpalota
Baja Horgász utca,Baja
Bóly Kandó Kálmán utca,Bóly
13. kerület Dráva utca 9.,13. kerület
Dunaújváros Balogh Ádám utca,Dunaújváros
1. kerület Mátray utca,1. kerület
5. kerület Nádor utca 20.,5. kerület
15. kerület Alkotmány utca,15. kerület
Hévíz Tavirózsa utca,Hévíz
Debrecen Thaly Kálmán utca,Debrecen
Bátonyterenye Kossuth Lajos út,Bátonyterenye
Szigetszentmiklós Deák Ferenc utca 1/c,Szigetszentmiklós
Érd Györgyliget,Érd
6. kerület Király utca 28.,6. kerület
13. kerület Tisza utca 11.,13. kerület
3. kerület Sarkadi Imre utca,3. kerület
Szombathely Faludi Ferenc utca,Szombathely
14. kerület Kassai tér 10.,14. kerület
Sárospatak Katona József utca 32.,Sárospatak
Miskolc Vászonfehérítő utca 38.,Miskolc
Sárbogárd Ady Endre út 131.,Sárbogárd
10. kerület Doba utca,10. kerület
